FBgn_ID,Gene_name,FBgn_alias,CG_ID,CG_alias,tau,Age_classification
FBgn0036168,CG7512,,CG7512,,0.766,Bilateria
FBgn0036169,Fuca,FBgn0053047,CG6128,CG33047,0.368,Cellular_Organisms
FBgn0036170,CG11714,FBgn0053047,CG11714,CG33047,0.781,Pan-drosophilid
FBgn0036173,CG7394,FBgn0047099,CG7394,,0.533,Cellular_Organisms
FBgn0036176,CG7377,,CG7377,,0.98,mel-group
FBgn0036177,CG33268,FBgn0053268,CG33268,CG14138,0.947,mel-group
FBgn0036178,CG14137,,CG14137,,0.968,Pan-drosophilid
FBgn0036179,CG7368,,CG7368,,0.814,Pan-drosophilid
FBgn0036180,CG6091,,CG6091,,0.506,Eukaryota
FBgn0036181,Muc68Ca,,CG18331,,0.819,Pan-drosophilid
FBgn0036183,CG6083,,CG6083,,0.815,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036184,PCID2,,CG7351,,0.334,Eukaryota
FBgn0036186,CG6071,,CG6071,,0.869,Pan-drosophilid
FBgn0036187,RIOK1,,CG11660,,0.408,Cellular_Organisms
FBgn0036188,CG7339,,CG7339,,0.309,Cellular_Organisms
FBgn0036191,Sugb,,CG7334,,0.475,Diptera
FBgn0036192,Pallidin,,CG14133,,0.505,Eukaryota
FBgn0036193,CG14135,,CG14135,,0.451,Pan-drosophilid
FBgn0036194,CG11652,,CG11652,,0.319,Cellular_Organisms
FBgn0036195,CG6053,,CG6053,,0.851,Eukaryota
FBgn0036196,CG11658,FBgn0062027,CG11658,,0.474,Bilateria
FBgn0036198,crim,,CG6038,,0.395,Diptera
FBgn0036199,Bmcp,,CG7314,,0.48,Eukaryota
FBgn0036202,CG6024,,CG6024,,0.728,Diptera
FBgn0036203,Muc68D,"FBgn0045905,FBgn0045906",CG6004,,0.871,Pan-drosophilid
FBgn0036204,Tim13,,CG11611,,0.875,mel-group
FBgn0036205,CG14131,,CG14131,,0.661,Pan-drosophilid
FBgn0036206,CG5964,,CG5964,,0.88,Diptera
FBgn0036207,CG10907,,CG10907,,0.533,Eukaryota
FBgn0036208,CG10361,,CG10361,,0.731,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036210,CG14130,,CG14130,,0.398,Eukaryota
FBgn0036211,CG5946,,CG5946,,0.413,Cellular_Organisms
FBgn0036212,CG11597,,CG11597,,0.747,mel-group
FBgn0036213,RpL10Ab,"FBgn0026276,FBgn0064847",CG7283,,0.122,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036214,CG7264,,CG7264,,0.828,Diptera
FBgn0036217,CG5906,FBgn0063324,CG5906,,0.907,Diptera
FBgn0036218,Sprn,,CG14128,,0.858,Pan-drosophilid
FBgn0036219,CCDC151,,CG14127,,0.847,Eukaryota
FBgn0036220,CG5897,,CG5897,,0.789,Pan-drosophilid
FBgn0036221,CG11588,,CG11588,,0.881,Pan-drosophilid
FBgn0036222,SdhAL,,CG5718,,0.918,mel-group
FBgn0036224,Rpt4R,,CG7257,,0.871,Pan-drosophilid
FBgn0036225,CG5883,,CG5883,,0.82,Pan-drosophilid
FBgn0036226,CG7252,FBgn0047190,CG7252,,0.875,Bilateria
FBgn0036227,CG17826,,CG17826,,0.895,Bilateria
FBgn0036228,obst-G,,CG9781,,0.912,Pan-drosophilid
FBgn0036229,CG7248,,CG7248,,0.881,Pan-drosophilid
FBgn0036230,CG11570,,CG11570,,0.941,Pan-drosophilid
FBgn0036232,CG14125,,CG14125,,0.888,Pan-drosophilid
FBgn0036235,CG6938,,CG6938,,0.955,Eukaryota
FBgn0036236,CG6931,,CG6931,,0.593,Bilateria
FBgn0036237,viaf,"FBgn0044799,FBgn0044800",CG18593,,0.269,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0036239,Pop2,,CG5684,,0.41,Eukaryota
FBgn0036240,CG6928,,CG6928,,0.578,Cellular_Organisms
FBgn0036242,CG6793,,CG6793,,0.826,Diptera
FBgn0036246,CG17154,,CG17154,,0.906,Pan-drosophilid
FBgn0036248,ssp,,CG17153,,0.349,Pan-drosophilid
FBgn0036249,CG11560,,CG11560,,0.287,Pan-drosophilid
FBgn0036250,Ir68b,,CG17152,,0.974,Pan-drosophilid
FBgn0036254,CG5645,,CG5645,,0.353,Eukaryota
FBgn0036255,Atg12,,CG10861,,0.369,Eukaryota
FBgn0036257,RhoGAP68F,,CG6811,,0.361,Eukaryota
FBgn0036258,CG5642,,CG5642,,0.266,Eukaryota
FBgn0036259,CG9760,,CG9760,,0.669,Diptera
FBgn0036260,Rh7,"FBgn0046540,FBgn0046541",CG5638,,0.81,Diptera
FBgn0036262,CG6910,,CG6910,,0.632,Eukaryota
FBgn0036263,thoc6,,CG5632,,0.616,Eukaryota
FBgn0036264,CG11529,,CG11529,,0.829,Bilateria
FBgn0036266,CG5626,,CG5626,,0.488,Bilateria
FBgn0036271,Pbgs,,CG10335,,0.338,Cellular_Organisms
FBgn0036272,CG4300,FBgn0062047,CG4300,,0.314,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036273,CG10426,,CG10426,,0.466,Bilateria
FBgn0036274,CG4328,,CG4328,,0.822,Pan-drosophilid
FBgn0036277,CG10418,FBgn0047247,CG10418,,0.339,Eukaryota
FBgn0036278,CrzR,"FBgn0046552,FBgn0046553",CG10698,,0.781,Diptera
FBgn0036279,Ncc69,FBgn0025706,CG4357,CG43567,0.426,Diptera
FBgn0036282,Smyd4-2,,CG14122,,0.771,Diptera
FBgn0036285,toe,FBgn0046345,CG10704,,0.937,Bilateria
FBgn0036286,CG10616,,CG10616,,0.461,Eukaryota
FBgn0036287,CG10663,,CG10663,,0.621,Bilateria
FBgn0036288,CG10660,,CG10660,,0.607,Diptera
FBgn0036289,CG10657,FBgn0043794,CG10657,,0.722,Diptera
FBgn0036290,CG10638,"FBgn0046345,FBgn0052101",CG10638,CG32101,0.386,Cellular_Organisms
FBgn0036291,CG10681,,CG10681,,0.39,Eukaryota
FBgn0036292,CG10646,FBgn0046378,CG10646,,0.291,Eukaryota
FBgn0036294,CG10654,,CG10654,,0.419,Pan-drosophilid
FBgn0036298,nst,,CG10627,,0.277,Eukaryota
FBgn0036299,Tsf2,,CG10620,,0.339,Bilateria
FBgn0036300,CG10688,,CG10688,,0.389,Eukaryota
FBgn0036301,CG4069,FBgn0046374,CG4069,,0.301,Eukaryota
FBgn0036302,sowah,FBgn0064944,CG10632,,0.311,Diptera
FBgn0036305,CG10984,,CG10984,,0.38,Bilateria
FBgn0036306,CG10973,,CG10973,,0.224,Eukaryota
FBgn0036309,Hip1,,CG10971,,0.42,Eukaryota
FBgn0036310,CG10969,,CG10969,,0.909,Pan-drosophilid
FBgn0036311,CG17666,,CG17666,,0.885,Pan-drosophilid
FBgn0036314,CG10754,,CG10754,,0.402,Eukaryota
FBgn0036316,CG10960,,CG10960,,0.378,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0036317,CG10948,,CG10948,,0.284,Bilateria
FBgn0036318,Wbp2,,CG11009,,0.306,Eukaryota
FBgn0036319,Ent3,,CG11010,,0.711,Eukaryota
FBgn0036320,CG10943,,CG10943,,0.877,Pan-drosophilid
FBgn0036321,CG14120,,CG14120,,0.852,Diptera
FBgn0036323,CG14118,,CG14118,,0.855,Pan-drosophilid
FBgn0036324,CG12520,,CG12520,,0.746,Pan-drosophilid
FBgn0036325,CG10752,FBgn0044634,CG10752,,0.915,Pan-drosophilid
FBgn0036327,CG10748,,CG10748,,0.901,Pan-drosophilid
FBgn0036328,CG10749,,CG10749,,0.894,Pan-drosophilid
FBgn0036329,CG11262,,CG11262,,0.909,mel-group
FBgn0036330,CG11263,,CG11263,,0.696,Bilateria
FBgn0036331,CG14117,FBgn0063014,CG14117,,0.338,Pan-drosophilid
FBgn0036332,CG11261,,CG11261,,0.389,mel-group
FBgn0036333,MICAL-like,,CG11259,,0.256,Bilateria
FBgn0036334,CG11267,FBgn0062191,CG11267,,0.265,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036335,mRpL20,FBgn0062134,CG11258,,0.308,Cellular_Organisms
FBgn0036336,ste14,,CG11268,,0.349,Cellular_Organisms
FBgn0036337,AdenoK,,CG11255,,0.412,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036340,SRm160,,CG11274,,0.324,Eukaryota
FBgn0036341,Syx13,FBgn0010751,CG11278,,0.491,Bilateria
FBgn0036342,CG11279,FBgn0063191,CG11279,,0.456,Diptera
FBgn0036343,CG14115,,CG14115,,0.946,Diptera
FBgn0036345,CG17300,,CG17300,,0.885,mel-subgroup
FBgn0036346,CG11251,,CG11251,,0.9,mel-group
FBgn0036348,CG17687,,CG17687,,0.912,Eukaryota
FBgn0036349,SNCF,FBgn0047094,CG14112,,0.946,Pan-drosophilid
FBgn0036350,CG14111,,CG14111,,0.898,Pan-drosophilid
FBgn0036351,CG14107,,CG14107,,0.861,Pan-drosophilid
FBgn0036352,CG14110,,CG14110,,0.912,Pan-drosophilid
FBgn0036353,CG10171,,CG10171,,0.534,Cellular_Organisms
FBgn0036354,Poc1,,CG10191,,0.553,Eukaryota
FBgn0036356,CG10222,,CG10222,,0.409,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0036359,CG14105,,CG14105,,0.777,Bilateria
FBgn0036360,CG10713,,CG10713,,0.772,Pan-drosophilid
FBgn0036361,CG10154,,CG10154,,0.861,Diptera
FBgn0036362,CG10725,,CG10725,,0.859,Diptera
FBgn0036363,CG10140,,CG10140,,0.825,Diptera
FBgn0036364,CG14109,,CG14109,,0.662,Pan-drosophilid
FBgn0036365,cmb,FBgn0045155,CG10732,,0.616,Pan-drosophilid
FBgn0036366,CG10133,,CG10133,,0.468,Eukaryota
FBgn0036367,CG10116,,CG10116,,0.798,Pan-drosophilid
FBgn0036368,CG10738,,CG10738,,0.638,Diptera
FBgn0036369,CG10089,,CG10089,,0.827,mel-group
FBgn0036372,Abp1,,CG10083,,0.271,Eukaryota
FBgn0036373,Tgi,FBgn0045199,CG10741,,0.51,Pan-drosophilid
FBgn0036374,Spt20,,CG17689,,0.464,Bilateria
FBgn0036376,Liprin-beta,,CG10743,,0.253,Bilateria
FBgn0036377,CG10710,,CG10710,,0.834,Diptera
FBgn0036380,CG8757,,CG8757,,0.924,mel-subgroup
FBgn0036381,CG8745,,CG8745,,0.572,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036382,CG13737,,CG13737,,0.769,Pan-drosophilid
FBgn0036386,CG8833,,CG8833,,0.383,Eukaryota
FBgn0036389,ssp2,,CG9028,,1.001,Pan-drosophilid
FBgn0036390,CG13738,FBgn0062986,CG13738,,0.848,mel-group
FBgn0036391,CG17364,,CG17364,,0.824,Diptera
FBgn0036393,CG17362,,CG17362,,0.903,Pan-drosophilid
FBgn0036394,CG9040,FBgn0063088,CG9040,,0.903,Pan-drosophilid
FBgn0036395,CG17361,,CG17361,,0.566,mel-group
FBgn0036396,CG17359,,CG17359,,0.605,mel-group
FBgn0036397,Nprl3,,CG8783,,0.428,Eukaryota
FBgn0036398,upSET,,CG9007,,0.221,Eukaryota
FBgn0036402,CG6650,"FBgn0026212,FBgn0046470,FBgn0046471,FBgn0046472",CG6650,,0.344,Eukaryota
FBgn0036403,CG6661,,CG6661,,0.851,Pan-drosophilid
FBgn0036405,CG6833,,CG6833,,0.414,Eukaryota
FBgn0036406,CG13484,,CG13484,,0.336,Pan-drosophilid
FBgn0036410,CG8100,,CG8100,,0.837,Pan-drosophilid
FBgn0036411,Sox21a,FBgn0043568,CG7345,,0.834,Bilateria
FBgn0036414,nan,,CG5842,,0.948,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036415,CG7768,,CG7768,,0.749,mel-group
FBgn0036416,CG7924,,CG7924,,0.889,Pan-drosophilid
FBgn0036417,CG7906,,CG7906,,0.91,Pan-drosophilid
FBgn0036419,CG13482,,CG13482,,0.719,Pan-drosophilid
FBgn0036421,CG13481,,CG13481,,0.877,mel-group
FBgn0036422,CG3868,,CG3868,,0.719,Pan-drosophilid
FBgn0036423,CG3919,,CG3919,,0.643,Pan-drosophilid
FBgn0036426,CG9592,,CG9592,,0.889,Pan-drosophilid
FBgn0036427,CG4613,,CG4613,,0.952,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036428,Gbs-70E,FBgn0062040,CG9238,,0.455,Bilateria
FBgn0036433,CG9628,,CG9628,,0.475,Diptera
FBgn0036436,CG4914,,CG4914,,0.755,Eukaryota
FBgn0036437,CG5048,FBgn0044632,CG5048,,0.84,Pan-drosophilid
FBgn0036438,CG13477,,CG13477,,0.871,mel-group
FBgn0036439,CG13474,FBgn0063699,CG13474,,0.918,Pan-drosophilid
FBgn0036440,CG17177,,CG17177,,0.919,mel-group
FBgn0036441,CG13476,,CG13476,,0.854,Pan-drosophilid
FBgn0036442,CG13473,,CG13473,,0.826,Pan-drosophilid
FBgn0036443,CG13471,,CG13471,,0.842,mel-group
FBgn0036446,CG9384,,CG9384,,0.243,Diptera
FBgn0036447,CG17173,,CG17173,,0.848,Pan-drosophilid
FBgn0036448,mop,,CG9311,,0.316,Eukaryota
FBgn0036449,bmm,,CG5295,,0.421,Bilateria
FBgn0036450,Tdrd3,,CG13472,,0.328,Bilateria
FBgn0036451,CG9425,,CG9425,,0.251,Bilateria
FBgn0036454,CG17839,,CG17839,,0.624,Bilateria
FBgn0036459,CG3349,,CG3349,,0.942,Pan-drosophilid
FBgn0036460,CG5114,,CG5114,,0.329,Eukaryota
FBgn0036461,Zip71B,,CG10006,,0.667,Bilateria
FBgn0036462,mRpL39,,CG17166,,0.267,Bilateria
FBgn0036463,Reck,,CG5392,,0.508,Bilateria
FBgn0036465,Rpn12R,,CG11552,,0.88,Pan-drosophilid
FBgn0036466,CG18581,,CG18581,,0.875,Pan-drosophilid
FBgn0036467,CG12310,FBgn0047184,CG12310,,0.848,Pan-drosophilid
FBgn0036468,CG13461,,CG13461,,0.882,Pan-drosophilid
FBgn0036469,CG18649,FBgn0047060,CG18649,,0.807,Pan-drosophilid
FBgn0036470,CG13463,FBgn0063065,CG13463,,0.874,Pan-drosophilid
FBgn0036471,CG13460,,CG13460,,0.916,mel-group
FBgn0036474,Or71a,,CG17871,,0.646,Diptera
FBgn0036476,sstn,,CG6945,,0.416,Pan-drosophilid
FBgn0036479,CG13458,,CG13458,,0.835,Pan-drosophilid
FBgn0036480,Cep135,,CG17081,,0.514,Diptera
FBgn0036481,CG16959,,CG16959,,0.654,Diptera
FBgn0036482,CG13457,"FBgn0063729,FBgn0065009",CG13457,,0.87,Pan-drosophilid
FBgn0036483,CG12316,,CG12316,,0.471,Pan-drosophilid
FBgn0036484,Pex3,,CG6859,,0.425,Eukaryota
FBgn0036485,FucTA,FBgn0027695,CG6869,,0.733,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036486,Msh6,,CG7003,,0.452,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036487,Prp31,FBgn0025957,CG6876,,0.313,Eukaryota
FBgn0036488,CG6878,,CG6878,,0.443,Eukaryota
FBgn0036489,CG7011,,CG7011,,0.377,Eukaryota
FBgn0036490,CG6888,FBgn0065007,CG6888,,0.895,Pan-drosophilid
FBgn0036491,Best4,,CG7259,,0.919,Bilateria
FBgn0036492,Best3,,CG12327,,0.91,Bilateria
FBgn0036493,CG7255,,CG7255,,0.66,Bilateria
FBgn0036494,Toll-6,,CG7250,,0.793,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036495,CG33259,FBgn0053259,CG33259,CG7489,0.955,mel-group
FBgn0036496,CG7804,,CG7804,,0.889,mel-complex
FBgn0036497,Ran-like,"FBgn0044729,FBgn0047302",CG7815,,0.87,mel-subgroup
FBgn0036498,CG13455,,CG13455,,0.881,Pan-drosophilid
FBgn0036499,CG7276,,CG7276,,0.909,Bilateria
FBgn0036500,CG7275,,CG7275,,0.276,Eukaryota
FBgn0036501,CG7272,,CG7272,,0.445,Bilateria
FBgn0036502,CG7841,,CG7841,,0.487,Diptera
FBgn0036503,CG13454,,CG13454,,0.853,Pan-drosophilid
FBgn0036504,yellow-k,,CG7463,,0.799,Pan-drosophilid
FBgn0036505,CG7945,FBgn0036506,CG7945,CG17014,0.42,Bilateria
FBgn0036509,CG7739,,CG7739,,0.205,Eukaryota
FBgn0036510,CG7427,,CG7427,,0.422,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian"
FBgn0036512,CG16979,,CG16979,,0.513,Eukaryota
FBgn0036514,CG12301,,CG12301,,0.396,Eukaryota
FBgn0036515,CG12304,,CG12304,,0.334,Bilateria
FBgn0036516,CG7656,,CG7656,,0.487,Eukaryota
FBgn0036518,RhoGAP71E,"FBgn0011793,FBgn0036517,FBgn0047223",CG32149,"CG16980,CG7396",0.394,Bilateria
FBgn0036519,CG7650,FBgn0063705,CG7650,,0.493,Diptera
FBgn0036520,CG13449,,CG13449,,0.885,Diptera
FBgn0036522,CG7372,,CG7372,,0.474,Pan-drosophilid
FBgn0036527,CG7304,,CG7304,,0.95,Pan-drosophilid
FBgn0036528,CG7579,,CG7579,,0.944,mel-subgroup
FBgn0036529,pgant8,,CG7297,,0.828,Pan-drosophilid
FBgn0036531,CG6244,,CG6244,,0.882,mel-subgroup
FBgn0036532,CG13445,,CG13445,,0.932,Pan-drosophilid
FBgn0036534,DCP2,FBgn0026583,CG6169,,0.205,Eukaryota
FBgn0036536,CG12713,,CG12713,,0.448,Cellular_Organisms
FBgn0036537,CG18081,FBgn0047075,CG18081,,0.251,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036538,CG15715,FBgn0047138,CG15715,,0.364,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036544,sff,,CG6114,,0.704,Cellular_Organisms
FBgn0036545,GXIVsPLA2,,CG17035,,0.42,Bilateria
FBgn0036547,CG17032,,CG17032,,0.627,Pan-drosophilid
FBgn0036549,CG10516,,CG10516,,0.496,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036550,CG17026,,CG17026,,0.737,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036551,CG17029,,CG17029,,0.639,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036552,CG17028,,CG17028,,0.765,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036553,CG17027,,CG17027,,0.721,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036556,CG5830,,CG5830,,0.283,Eukaryota
FBgn0036557,mRpS31,,CG5904,,0.28,Bilateria
FBgn0036560,CG5895,,CG5895,,0.779,Diptera
FBgn0036563,CG13075,,CG13075,,0.769,Pan-drosophilid
FBgn0036565,CG5235,,CG5235,,0.474,Eukaryota
FBgn0036566,ClC-c,FBgn0044795,CG5284,,0.262,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036567,CG13074,,CG13074,,0.499,Diptera
FBgn0036568,ATPsynbetaL,,CG5389,,0.911,Pan-drosophilid
FBgn0036569,CG5414,,CG5414,,0.431,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036570,IntS9,,CG5222,,0.346,Eukaryota
FBgn0036571,Strumpellin,,CG12272,,0.344,Eukaryota
FBgn0036574,elg1,,CG16838,,0.509,Bilateria
FBgn0036575,CG5157,,CG5157,,0.705,Eukaryota
FBgn0036576,CG5151,,CG5151,,0.502,Pan-drosophilid
FBgn0036577,CG13073,,CG13073,,0.819,Pan-drosophilid
FBgn0036579,CG5027,,CG5027,,0.257,Eukaryota
FBgn0036580,PDCD-5,FBgn0047159,CG13072,,0.307,Cellular_Organisms
FBgn0036581,MED10,"FBgn0045445,FBgn0062851",CG5057,,0.283,Eukaryota
FBgn0036583,CG13055,,CG13055,,0.91,Pan-drosophilid
FBgn0036584,CG13054,,CG13054,,0.906,Pan-drosophilid
FBgn0036585,CG13071,,CG13071,,0.941,Pan-drosophilid
FBgn0036586,CG13070,,CG13070,,0.976,Pan-drosophilid
FBgn0036587,CG4950,,CG4950,,0.785,Diptera
FBgn0036588,CG13068,,CG13068,,0.92,Pan-drosophilid
FBgn0036589,CG13067,"FBgn0045907,FBgn0045915",CG13067,,0.775,Pan-drosophilid
FBgn0036590,CG13065,FBgn0047003,CG13065,,0.943,Pan-drosophilid
FBgn0036591,CG13050,,CG13050,,0.965,Pan-drosophilid
FBgn0036592,CG13049,FBgn0062450,CG13049,,0.933,Pan-drosophilid
FBgn0036593,CG13048,,CG13048,,0.943,Pan-drosophilid
FBgn0036594,CG13047,,CG13047,,0.934,Pan-drosophilid
FBgn0036595,CG13046,,CG13046,,0.847,Pan-drosophilid
FBgn0036596,CG13045,,CG13045,,0.904,Pan-drosophilid
FBgn0036597,CG4962,,CG4962,,0.834,Pan-drosophilid
FBgn0036598,CG4982,,CG4982,,0.935,Pan-drosophilid
FBgn0036599,CG13044,,CG13044,,0.824,Diptera
FBgn0036600,CG13043,FBgn0047040,CG13043,,0.891,Diptera
FBgn0036601,CG13063,,CG13063,,0.88,Diptera
FBgn0036602,CG13042,,CG13042,,0.944,Diptera
FBgn0036603,CG13062,,CG13062,,0.955,Pan-drosophilid
FBgn0036605,CG13041,FBgn0047076,CG13041,,0.905,Diptera
FBgn0036606,CG13060,FBgn0047108,CG13060,,0.91,Diptera
FBgn0036607,CG13059,,CG13059,,0.92,Diptera
FBgn0036608,CG13040,,CG13040,,0.969,Diptera
FBgn0036609,CG13039,FBgn0063300,CG13039,,0.948,Pan-drosophilid
FBgn0036610,CG13058,,CG13058,,0.928,Pan-drosophilid
FBgn0036612,CG4998,,CG4998,,0.865,Bilateria
FBgn0036614,CG4925,,CG4925,,0.352,Bilateria
FBgn0036617,Cpr72Ea,,CG4818,,0.946,Pan-drosophilid
FBgn0036618,Cpr72Eb,,CG12255,,0.96,Diptera
FBgn0036619,Cpr72Ec,,CG4784,,0.874,Pan-drosophilid
FBgn0036620,CG4842,,CG4842,,0.645,Diptera
FBgn0036621,roq,FBgn0045222,CG16807,,0.302,Bilateria
FBgn0036622,CG4753,,CG4753,,0.642,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036623,CG4729,,CG4729,,0.305,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036624,RAF2,FBgn0036625,CG4877,CG4689,0.349,Pan-drosophilid
FBgn0036627,Gagr,,CG4680,,0.595,Pan-drosophilid
FBgn0036629,CG4573,,CG4573,,0.416,Cellular_Organisms
FBgn0036638,CG13033,FBgn0063673,CG13033,,0.918,Pan-drosophilid
FBgn0036639,CG4229,,CG4229,,0.947,Pan-drosophilid
FBgn0036640,nxf2,,CG4118,,0.465,Pan-drosophilid
FBgn0036641,Smn,FBgn0025499,CG16725,,0.541,Bilateria
FBgn0036643,Syx8,,CG4109,,0.399,Eukaryota
FBgn0036646,CR18217,,CR18217,CG18217,0.375,mel-only
FBgn0036648,CG4098,,CG4098,,0.438,Bilateria
FBgn0036652,CG13032,,CG13032,,0.844,Diptera
FBgn0036654,CG9692,,CG9692,,0.751,Pan-drosophilid
FBgn0036655,CG13031,,CG13031,,0.959,Pan-drosophilid
FBgn0036656,CG13026,,CG13026,,0.91,Pan-drosophilid
FBgn0036659,CG9701,,CG9701,,0.736,Cellular_Organisms
FBgn0036660,CG13025,,CG13025,,0.442,Eukaryota
FBgn0036661,CG9705,,CG9705,,0.269,Bilateria
FBgn0036662,CG9706,,CG9706,,0.489,Eukaryota
FBgn0036663,CG9674,,CG9674,,0.408,Cellular_Organisms
FBgn0036665,CG13024,FBgn0062921,CG13024,,0.679,Pan-drosophilid
FBgn0036666,TSG101,FBgn0082594,CG9712,,0.414,Eukaryota
FBgn0036667,CG9669,,CG9669,,0.291,Eukaryota
FBgn0036668,CG9715,,CG9715,,0.26,Pan-drosophilid
FBgn0036670,CG13029,"FBgn0061425,FBgn0062054",CG13029,,0.803,mel-subgroup
FBgn0036671,CG9951,,CG9951,,0.394,Eukaryota
FBgn0036676,CG13028,,CG13028,,0.847,Pan-drosophilid
FBgn0036677,CG13023,,CG13023,,0.912,Pan-drosophilid
FBgn0036678,CG11905,,CG11905,,0.821,Pan-drosophilid
FBgn0036679,CG13022,,CG13022,,0.889,Pan-drosophilid
FBgn0036680,Cpr73D,,CG9665,,0.675,Pan-drosophilid
FBgn0036681,Obp73a,,CG13027,,0.933,Diptera
FBgn0036684,CG3764,,CG3764,,0.438,Bilateria
FBgn0036685,CG6664,,CG6664,,0.43,Eukaryota
FBgn0036686,CG7728,,CG7728,,0.332,Eukaryota
FBgn0036687,CG6652,,CG6652,,0.87,Pan-drosophilid
FBgn0036688,Fit2,,CG7729,,0.5,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian"
FBgn0036689,CG7730,,CG7730,,0.584,Pan-drosophilid
FBgn0036690,Ilp8,,CG14059,,0.819,Pan-drosophilid
FBgn0036691,beg,,CG7842,,0.59,Cellular_Organisms
FBgn0036695,Papst2,,CG7853,,0.301,Eukaryota
FBgn0036696,CG14057,,CG14057,,0.371,Eukaryota
FBgn0036697,rogdi,,CG7725,,0.313,Bilateria
FBgn0036698,CG7724,,CG7724,,0.779,Bilateria
FBgn0036702,CG6512,,CG6512,,0.372,"Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian"
FBgn0036703,CG7707,,CG7707,,0.893,Pan-drosophilid
FBgn0036704,CG6497,,CG6497,,0.906,Pan-drosophilid
FBgn0036705,CG13723,,CG13723,,0.88,Pan-drosophilid
FBgn0036706,ND-24L,,CG6485,,0.917,Pan-drosophilid
FBgn0036707,CG13724,,CG13724,,0.969,Pan-drosophilid
FBgn0036708,CG13725,,CG13725,,0.896,Pan-drosophilid
FBgn0036709,Or74a,,CG13726,,0.958,Pan-drosophilid
FBgn0036710,CG6479,,CG6479,,0.509,Bilateria
FBgn0036711,CG13727,,CG13727,,0.932,Pan-drosophilid
FBgn0036712,brv2,,CG16793,,0.936,Pan-drosophilid
FBgn0036713,Mip,,CG6456,,0.789,Pan-drosophilid
FBgn0036714,CG7692,,CG7692,,0.579,Pan-drosophilid
FBgn0036715,Cad74A,,CG6445,,0.703,Bilateria
FBgn0036716,CG13728,,CG13728,,0.954,Pan-drosophilid
FBgn0036717,CG13731,,CG13731,,0.863,Pan-drosophilid
FBgn0036723,CG12229,,CG12229,,0.811,Pan-drosophilid
FBgn0036725,CG18265,,CG18265,,0.791,Bilateria
FBgn0036726,QIL1,,CG7603,,0.275,Diptera
FBgn0036727,CG7589,,CG7589,,0.767,Diptera
